title,url,tags,score,creationdate
"How to Configure HSL MA86 for Use w/ IPOPT in OpenMDAO","https://stackoverflow.com/questions/78674511","<python><linux><spyder><openmdao><ipopt>","2","2024-06-26 20:20:26"
"How to merge 2 pandas dataframes based on criteria","https://stackoverflow.com/questions/78674348","<python><pandas><dataframe>","2","2024-06-26 19:39:32"
"Trying to extract information from pdf files in google colab. It is just repeating most information from the first file into all the others","https://stackoverflow.com/questions/78673929","<python><google-colaboratory><pypdf>","2","2024-06-26 17:43:24"
"Best way to create Enums with hierarchy","https://stackoverflow.com/questions/78673714","<python><enums>","2","2024-06-26 16:49:59"
"Pydantic custom settings source running before default ones","https://stackoverflow.com/questions/78673704","<python><environment-variables><pydantic><google-secret-manager><pydantic-settings>","2","2024-06-26 16:48:03"
"Combine multiple conditions for finding elements in nested tuple","https://stackoverflow.com/questions/78672815","<python>","2","2024-06-26 13:45:59"
"How can I filter groups by comparing the first value of each group and the last cummax that changes conditionally?","https://stackoverflow.com/questions/78671711","<python><pandas><dataframe>","2","2024-06-26 10:03:35"
"Numpy array slicing with a comma","https://stackoverflow.com/questions/78671071","<python><numpy><numpy-ndarray><numpy-slicing>","3","2024-06-26 08:03:26"
"Is there any method to convert TypeVar to type in python?","https://stackoverflow.com/questions/78670707","<python><python-typing>","2","2024-06-26 06:51:43"
"Wrapped functions of a Python module raise TypeError","https://stackoverflow.com/questions/78670098","<python><types><typeerror><metaprogramming>","2","2024-06-26 02:10:59"
"Why is `re.Pattern` generic?","https://stackoverflow.com/questions/78669908","<python><mypy><python-typing><python-re>","4","2024-06-26 00:11:00"
"Pygame Offset Grid by Fraction or Pixels","https://stackoverflow.com/questions/78669821","<python><python-3.x><pygame><chess>","2","2024-06-25 23:13:43"
"One-liner split and map within list comprehension","https://stackoverflow.com/questions/78669632","<python>","3","2024-06-25 21:51:19"
"How to check if some number can be retrieved as the result of the summation or difference of the given numbers","https://stackoverflow.com/questions/78669613","<python><algorithm><subset><combinations><python-itertools>","2","2024-06-25 21:42:01"
"Puzzle solving algorithm (not a jigsaw puzzle)","https://stackoverflow.com/questions/78669445","<python><algorithm><puzzle>","4","2024-06-25 20:42:00"
"np.ones(30011,30011) needs 7.2GB, but Task Manager shows 5.3GB","https://stackoverflow.com/questions/78669086","<python><memory><memory-management><numpy-ndarray>","2","2024-06-25 18:50:29"
"How to include C++ header and source files in a Python package for PyPI distribution?","https://stackoverflow.com/questions/78669066","<python><setuptools><setup.py><python-packaging><cppyy>","4","2024-06-25 18:43:36"
"python mock patch call_args_list type","https://stackoverflow.com/questions/78669026","<python><mocking>","2","2024-06-25 18:33:22"
"mypy/pyright do not warn about undefined class attribute","https://stackoverflow.com/questions/78668958","<python><mypy><pyright>","3","2024-06-25 18:12:04"
"python regex, split string with multiple delimeters","https://stackoverflow.com/questions/78668507","<python><regex>","3","2024-06-25 16:18:36"
"Why my scrollbar in Instagram doesn't work?","https://stackoverflow.com/questions/78668155","<python><selenium-webdriver><scroll><instagram>","2","2024-06-25 15:03:33"
"Problems with a simple numerical integration in Python","https://stackoverflow.com/questions/78667844","<python><numerical-methods><integral>","2","2024-06-25 14:03:44"
"Python typing for nested iterator on list of objects with iterable property","https://stackoverflow.com/questions/78667448","<python><mypy><python-typing>","5","2024-06-25 12:41:22"
"How to get as fast as possible a specific sequence of numbers (all numbers twice, except for the first and last) with numpy?","https://stackoverflow.com/questions/78667408","<python><numpy><optimization>","3","2024-06-25 12:36:13"
"pip install quickfix failed in windows","https://stackoverflow.com/questions/78666883","<python><quickfix>","2","2024-06-25 10:50:13"
"How can I custom sort a list column using another list column?","https://stackoverflow.com/questions/78666483","<python-polars>","2","2024-06-25 09:26:49"
"Calculate Distance to the nearest object","https://stackoverflow.com/questions/78665686","<python><pandas><euclidean-distance><kdtree><scipy-spatial>","2","2024-06-25 06:30:12"
"Where do I want to see the data source's file location for the Great Expectations?","https://stackoverflow.com/questions/78665385","<python><great-expectations>","2","2024-06-25 04:25:37"
"Using Slice in Polars Rolling with Group_by","https://stackoverflow.com/questions/78665208","<python-polars>","2","2024-06-25 02:51:03"
"Duckdb sql and postgres results differ when using unnest","https://stackoverflow.com/questions/78665202","<postgresql><python-polars><rust-polars><duckdb>","2","2024-06-25 02:49:30"
"sympy handling of exponents","https://stackoverflow.com/questions/78665081","<python><sympy>","2","2024-06-25 01:37:15"
"os.setuid errors with [Errno 22] Invalid argument","https://stackoverflow.com/questions/78665028","<python><linux>","2","2024-06-25 00:59:48"
"Time library returns incorrect execution time for decorator functions in Flask","https://stackoverflow.com/questions/78665006","<python><time><decorator>","2","2024-06-25 00:44:54"
"itertools.islice iterate over input even when stop is smaller than start","https://stackoverflow.com/questions/78664686","<python>","3","2024-06-24 21:43:03"
"Yolov8 make camera stream slower","https://stackoverflow.com/questions/78664615","<python><opencv><yolov8>","2","2024-06-24 21:16:41"
"3D scatterplot, matrix operations and calculation of the inverse","https://stackoverflow.com/questions/78664503","<python><multidimensional-array><alignment><noise><svd>","2","2024-06-24 20:33:21"
"Openpyxl method workbook.close() not working","https://stackoverflow.com/questions/78664426","<python><excel><openpyxl>","2","2024-06-24 20:05:34"
"How to add a ForeignKey field to be saved in ModelForm Django?","https://stackoverflow.com/questions/78664366","<python><django><forms><model>","2","2024-06-24 19:45:59"
"Polars datime_range with multiple values per date","https://stackoverflow.com/questions/78663783","<python><dataframe><datetime><python-polars>","2","2024-06-24 17:06:46"
"Why is my regex not matching the longest substring?","https://stackoverflow.com/questions/78663161","<python><regex>","2","2024-06-24 14:45:26"
"invoke a `@classmethod`-annotated method","https://stackoverflow.com/questions/78662180","<python><python-3.x><python-decorators><class-method>","5","2024-06-24 11:37:05"
"AttributeError: 'Typed' object has no attribute 'to_tree'","https://stackoverflow.com/questions/78660867","<python><excel><flask><openpyxl>","2","2024-06-24 06:38:56"
"Problem converging to Pareto optimal front of DLTZ1 with NSGA-II implementation","https://stackoverflow.com/questions/78660335","<python><optimization><genetic-algorithm>","3","2024-06-24 02:16:08"
"Did I write data migration for data type change in a correct way?","https://stackoverflow.com/questions/78659379","<python><django><database-migration><data-migration>","2","2024-06-23 17:23:35"
"More efficient implementation of tensor indexing","https://stackoverflow.com/questions/78659141","<python><pytorch><linear-algebra><tensor>","2","2024-06-23 15:42:00"
"Pipeline outputs is empty even though the pipeline is running correctly","https://stackoverflow.com/questions/78658886","<python><machine-learning><tensorflow2.0><tfx>","2","2024-06-23 14:03:09"
"Canvas frame is small inside the tkinter frame","https://stackoverflow.com/questions/78658845","<python><matplotlib><tkinter>","2","2024-06-23 13:40:15"
"I want to add chart in django for blog","https://stackoverflow.com/questions/78658820","<python><django><charts><tinymce>","2","2024-06-23 13:31:32"
"Matplotlib: set ticks and labels at regular intervals but starting at specific date","https://stackoverflow.com/questions/78658424","<python><matplotlib>","2","2024-06-23 10:41:47"
"ImageSequenceClip from moviepy library gives me Exception: ImageSequenceClip requires all images to be the same size","https://stackoverflow.com/questions/78658258","<python><python-3.x><django><moviepy>","2","2024-06-23 09:14:06"
"Add the row counts as a list to column using groupby","https://stackoverflow.com/questions/78658024","<python><pandas><dataframe>","2","2024-06-23 07:28:14"
"Save data to a new tab in the .xlsx file","https://stackoverflow.com/questions/78657980","<python><excel><pandas><dataframe><openpyxl>","4","2024-06-23 07:01:29"
"How to remove visually perceivable non-contiguous horizontal lines from scanned image of a table?","https://stackoverflow.com/questions/78657776","<python><opencv><image-processing><mask>","4","2024-06-23 04:43:36"
"Calculating the locations of the maximum and mean, and the standard deviation between them, with respect to local and absolute maxima, within dataset","https://stackoverflow.com/questions/78657657","<python><statistics><standard-deviation><model-fitting><sigmoid>","2","2024-06-23 02:44:46"
"Convex Function in CVXPy does not appear to be producing the optimal solution for a battery in an electircal system","https://stackoverflow.com/questions/78657336","<python><mathematical-optimization><cvxpy><convex-optimization>","2","2024-06-22 22:30:22"
"Incorrect digit detection using Tesseract OCR on video frames in Python","https://stackoverflow.com/questions/78657275","<python><ocr><tesseract><python-tesseract><image-preprocessing>","3","2024-06-22 21:44:53"
"A python / Athena / Boto3 script referencing ""all_agent_data_partitioned"" database table fails when reading a Json array that is sometimes empty","https://stackoverflow.com/questions/78657125","<python><json><amazon-web-services><boto3><amazon-athena>","2","2024-06-22 20:26:32"
"How to work with a type from a Rust made library in Python","https://stackoverflow.com/questions/78657011","<python><rust><pyo3><maturin>","2","2024-06-22 19:29:04"
"Rank within group in Polars?","https://stackoverflow.com/questions/78656978","<python-polars>","3","2024-06-22 19:12:34"
"Selenium Running Indefinitely?","https://stackoverflow.com/questions/78656812","<python><selenium-webdriver>","3","2024-06-22 17:59:30"
"How to efficiently compare 2 dataframe and produce a column value based on condition","https://stackoverflow.com/questions/78655732","<python><pandas>","2","2024-06-22 10:15:42"
"Inverse Fourier Transform X-Axis Scaling","https://stackoverflow.com/questions/78655628","<python><numpy><fft><continuous-fourier>","3","2024-06-22 09:31:49"
"How can I add an ancilla qubit for decompose operation (MultiControlledX) in Pennylane?","https://stackoverflow.com/questions/78654941","<python><quantum-computing><qiskit>","2","2024-06-22 02:04:07"
"scipy.integrate.quad gives incorrect value","https://stackoverflow.com/questions/78654841","<python><scipy><numerical-integration><quad>","2","2024-06-22 00:40:25"
"How to perform single synchronous and multiple asynchronous requests in Python?","https://stackoverflow.com/questions/78654580","<python><python-requests><python-asyncio><httpx>","4","2024-06-21 22:05:13"
"React Client request to FastAPI backend returning 405 Method not allowed","https://stackoverflow.com/questions/78654243","<python><reactjs><fastapi><http-status-code-405>","2","2024-06-21 19:54:55"
"FastAPI SQLAlchemy TypeError: vars() argument must have __dict__ attribute when querying joined tables","https://stackoverflow.com/questions/78654070","<python><postgresql><sqlalchemy><fastapi>","4","2024-06-21 18:59:50"
"How to type hint dictionaries that may have different custom keys and/or values?","https://stackoverflow.com/questions/78654017","<python><mypy><python-typing>","2","2024-06-21 18:47:22"
"DataTable table ordering fails when used in HTMX responsive table","https://stackoverflow.com/questions/78654009","<python><jquery><django><datatables><htmx>","2","2024-06-21 18:44:57"
"Polynomial Multivariate Regression Analysis 2","https://stackoverflow.com/questions/78653994","<python><scikit-learn><regression>","2","2024-06-21 18:41:07"
"MergeSort implementation doesn't work correctly","https://stackoverflow.com/questions/78653846","<python><sorting><mergesort>","2","2024-06-21 18:00:02"
"Efficiently Marking Holidays in a Data Column","https://stackoverflow.com/questions/78653824","<python><dataframe><python-polars><python-holidays>","5","2024-06-21 17:53:39"
"(Mutually) Recursive Pydantic models in Langchain","https://stackoverflow.com/questions/78653791","<python><recursion><data-structures><pydantic><langchain>","4","2024-06-21 17:44:07"
"Parallelizing numpy.sort","https://stackoverflow.com/questions/78653708","<python><numpy><sorting><parallel-processing><cython>","5","2024-06-21 17:19:03"
"Polars selectors alias with when/then/otherwise","https://stackoverflow.com/questions/78653631","<python><python-polars>","2","2024-06-21 16:58:02"
"How can I form groups by a mask and N rows after that mask?","https://stackoverflow.com/questions/78653471","<python><pandas><dataframe>","3","2024-06-21 16:16:23"
"Extracting tempature from a thermal camera","https://stackoverflow.com/questions/78653470","<python><metadata><gstreamer><v4l2><flir>","2","2024-06-21 16:16:15"
"Use python with Windev","https://stackoverflow.com/questions/78653469","<python><windev>","2","2024-06-21 16:16:13"
"Python Interpreter State Error During Tensorflow Model Training with Early Stopping","https://stackoverflow.com/questions/78653468","<python><tensorflow><machine-learning><keras><semantic-segmentation>","2","2024-06-21 16:16:11"
"Variant prioritization tool- ACMG criteria assignment","https://stackoverflow.com/questions/78653459","<python><variant>","2","2024-06-21 16:14:42"
"Color mismatch between a triplot and a linecollection in the same figure","https://stackoverflow.com/questions/78653418","<python><matplotlib><colors>","2","2024-06-21 16:07:56"
"How do I best pass attributes of an object to another at instantiation?","https://stackoverflow.com/questions/78653222","<python>","3","2024-06-21 15:26:18"
"Metadata-Generation Failed Error when insalling Xdot","https://stackoverflow.com/questions/78653211","<python><windows><installation><pip><metadata>","2","2024-06-21 15:25:08"
"Why does csv.reader with TextIOWrapper include new line characters?","https://stackoverflow.com/questions/78652843","<python><django><csv>","4","2024-06-21 14:12:50"
"Subprocess Task Is not teriminating in the `@celery_app.task`","https://stackoverflow.com/questions/78652491","<python><operating-system><subprocess><fastapi><celery-task>","2","2024-06-21 12:58:07"
"Pandas Extract Sequence where prev value > current value","https://stackoverflow.com/questions/78652436","<python><pandas><dataframe>","2","2024-06-21 12:46:21"
"Python Polars SQL Interface results in InvalidOperationError on multiple joins","https://stackoverflow.com/questions/78652281","<python><python-polars>","3","2024-06-21 12:11:47"
"Is it possible to extract output embeddings from a decoder transformer, similar to the [CLS] embedding in BERT?","https://stackoverflow.com/questions/78651699","<python><large-language-model><transformer-model><huggingface><encoder-decoder>","2","2024-06-21 10:08:04"
"How to wrap class instances but retain access to attributes as if unwrapped, like pathlib.Path","https://stackoverflow.com/questions/78651597","<python>","5","2024-06-21 09:50:17"
"Take value of nearest (L1) non-zero in three dimensional array","https://stackoverflow.com/questions/78651547","<python><numpy>","2","2024-06-21 09:40:25"
"FastAPI: How to get request (Request object) in route decorator?","https://stackoverflow.com/questions/78651413","<python><python-3.x><fastapi><python-decorators>","2","2024-06-21 09:10:07"
"When getting styles from an Excel template, only the first column's style is retrieved if multiple columns have styles applied","https://stackoverflow.com/questions/78650885","<python><openpyxl>","2","2024-06-21 07:05:15"
"Hide all output of `git ls-remote`","https://stackoverflow.com/questions/78650406","<python><python-3.x><git>","3","2024-06-21 04:29:39"
"Strange Default Behavior For Python Dict Get Method","https://stackoverflow.com/questions/78650258","<python>","2","2024-06-21 02:59:36"
"ValueError: numpy.dtype size changed, may indicate binary incompatibility. Expected 96 from C header, got 88 from PyObject","https://stackoverflow.com/questions/78650222","<python><python-3.x><pandas><numpy><pip>","2","2024-06-21 02:43:35"
"Optimization Challenge Due to L1 Cache with Numba","https://stackoverflow.com/questions/78650040","<python><numpy><optimization><numba><cpu-cache>","5","2024-06-21 00:40:35"
"Partial chained callbacks using plotly dash","https://stackoverflow.com/questions/78650025","<python><pandas><callback><plotly><chained>","2","2024-06-21 00:26:29"
"Django audio file not playing","https://stackoverflow.com/questions/78649981","<python><html><django><django-templates>","4","2024-06-21 00:00:35"
"Polars custom checks being called twice in schema validation","https://stackoverflow.com/questions/78649823","<python-polars><rust-polars><pandera>","2","2024-06-20 22:46:26"
"pandas groupby expanding mean does not accept missing values","https://stackoverflow.com/questions/78649817","<python><pandas><group-by><nan>","2","2024-06-20 22:44:14"
"Discrepancy in Matplotlib Histograms of the Same Data Across Subplots","https://stackoverflow.com/questions/78649724","<python><matplotlib>","2","2024-06-20 21:55:04"
"Print list (or tree) of active TRY blocks","https://stackoverflow.com/questions/78649262","<python><try-except><traceback>","3","2024-06-20 19:18:51"
"How to pass optimization options such as `read_only=True` to `pandas.read_excel` using `openpyxl` as the engine,?","https://stackoverflow.com/questions/78649010","<python><excel><pandas><openpyxl>","2","2024-06-20 18:05:23"
"What is the benefit of letting FastAPI handle SQLAlchemy's session vs the provided context manager?","https://stackoverflow.com/questions/78648595","<python><sqlalchemy><fastapi>","2","2024-06-20 16:10:15"
"Match punctuation sign or end of a line","https://stackoverflow.com/questions/78648362","<python><regex>","2","2024-06-20 15:17:18"
"LoadJob in BigQuery gives 400 Unsupported field type: JSON","https://stackoverflow.com/questions/78647971","<google-bigquery><python-polars>","4","2024-06-20 14:08:54"
"How to print out location in Polars?","https://stackoverflow.com/questions/78647710","<python><dataframe><python-polars>","2","2024-06-20 13:12:22"
"Reading xls file into pandas DataFrame with xlrd","https://stackoverflow.com/questions/78646930","<python><xls><xlrd>","2","2024-06-20 10:33:39"
"Wrong shape at fully connected layer: mat1 and mat2 shapes cannot be multiplied","https://stackoverflow.com/questions/78646747","<python><pytorch><neural-network><fast-ai>","2","2024-06-20 09:53:10"
"Provide multiple languages via Odoo RPC call","https://stackoverflow.com/questions/78646329","<python><go><odoo><rpc><odoo-17>","3","2024-06-20 08:30:31"
"Tkinter updating window while calculating otherthings","https://stackoverflow.com/questions/78646217","<python><multithreading><tkinter>","4","2024-06-20 08:09:12"
"Supply only payload schema for FastAPI endpoint without actual validation by Pydantic","https://stackoverflow.com/questions/78646170","<python><fastapi><openapi><pydantic><pydantic-v2>","3","2024-06-20 07:55:48"
"How to implement a 3D non overlapping condition for cp_model in Google or tools?","https://stackoverflow.com/questions/78646071","<python><algorithm><mathematical-optimization><or-tools><cp-sat>","2","2024-06-20 07:33:26"
"Why is the bat/board not moving up or down in the Pong Game, when the screen.listen() is called using the Turtle module in Python?","https://stackoverflow.com/questions/78645965","<python><turtle-graphics><python-turtle><pong>","2","2024-06-20 07:08:27"
"How can I find the first row after a number of duplicated rows?","https://stackoverflow.com/questions/78645930","<python><pandas><dataframe>","3","2024-06-20 07:00:59"
"Typing with TypeVar converts a type to an object","https://stackoverflow.com/questions/78645653","<python><python-typing><python-3.9>","2","2024-06-20 05:38:29"
"Using nbconvert to export a jupyterlab notebook to html with toc?","https://stackoverflow.com/questions/78645619","<python><jupyter-lab><tableofcontents><nbconvert>","3","2024-06-20 05:23:32"
"pandas.DataFrame.query() - how do I access class variables with @?","https://stackoverflow.com/questions/78645531","<python><pandas><dataframe>","2","2024-06-20 04:32:14"
"How to write type hint for decorated implemented by a class","https://stackoverflow.com/questions/78645378","<python><pycharm><python-decorators><python-typing>","2","2024-06-20 03:28:55"
"Python failed to initialize a 2d array as class attributes","https://stackoverflow.com/questions/78645337","<python><multidimensional-array><class-attributes>","2","2024-06-20 03:06:47"
"Attention weights on top of image","https://stackoverflow.com/questions/78645142","<python><matplotlib>","2","2024-06-20 01:17:33"
"Get distance from a point to the nearest box","https://stackoverflow.com/questions/78645106","<python><math><3d>","2","2024-06-20 00:50:35"
"How do I perform pandas cumsum while skipping rows that are duplicated in another field?","https://stackoverflow.com/questions/78645037","<python><pandas><dataframe><duplicates><cumsum>","10","2024-06-20 00:04:46"
"How can I ensure some code is run even if a test suite is aborted?","https://stackoverflow.com/questions/78644937","<python><python-behave>","2","2024-06-19 23:01:55"
"Python | Material Science | Graphene Energy Simulation Issue: Unexpected 'K' Constant Factorization in Atomistic Structure Calculation","https://stackoverflow.com/questions/78644337","<python><constants><simulation>","2","2024-06-19 19:34:24"
"Create array by combining neighbouring pairs of items","https://stackoverflow.com/questions/78642891","<python><python-3.x>","2","2024-06-19 13:44:43"
"Discrete Real dimension spacing in scikit-optimize","https://stackoverflow.com/questions/78642653","<python><mathematical-optimization><scikits><scikit-optimize>","2","2024-06-19 12:57:31"
"Extract only words using regex","https://stackoverflow.com/questions/78642609","<python><regex><python-re>","2","2024-06-19 12:48:01"
"Check following element in list in pandas dataframe","https://stackoverflow.com/questions/78642298","<python><pandas><dataframe><list>","4","2024-06-19 11:46:36"
"FastAPI and aioboto3: Streaming Download","https://stackoverflow.com/questions/78642161","<python><async-await><boto3><python-asyncio><fastapi>","3","2024-06-19 11:12:31"
"How to properly calculate PSD plot (Power Spectrum Density Plot) for images in order to remove periodic noise?","https://stackoverflow.com/questions/78642079","<python><numpy><opencv><computer-vision><fft>","3","2024-06-19 10:55:06"
"Thread safeness and slow pyplot.hist","https://stackoverflow.com/questions/78641844","<python><multithreading><numpy><matplotlib>","3","2024-06-19 10:03:17"
"Remove items from list starting with a list of prefixes","https://stackoverflow.com/questions/78640519","<python>","5","2024-06-19 04:36:50"
"Dataframe Expansion: Generating Genomic Positions +/- 250 Nucleotides","https://stackoverflow.com/questions/78640299","<python><pandas><dataframe><numpy><bioinformatics>","2","2024-06-19 02:44:25"
"How to make scipy newton_krylov use a different derivative approximation method","https://stackoverflow.com/questions/78640132","<python><scipy><scipy-optimize><newtons-method>","4","2024-06-19 01:03:16"
"Matplotlib colormap not showing in legend","https://stackoverflow.com/questions/78640057","<python><matplotlib><gis><geopandas><colormap>","2","2024-06-19 00:12:15"
"Are `None` and `type(None)` really equivalent for type analysis?","https://stackoverflow.com/questions/78640035","<python><python-typing>","3","2024-06-19 00:00:58"
"How to scrape data from arbitrary number of row listings using python selenium?","https://stackoverflow.com/questions/78639769","<python><html><selenium-webdriver><web-scraping>","2","2024-06-18 21:45:52"
"Python/Powershell combo - make pwsh load even faster","https://stackoverflow.com/questions/78639645","<python><powershell><powershell-core>","4","2024-06-18 21:01:23"
"Scalable approach instead of apply in python","https://stackoverflow.com/questions/78639630","<python><pandas><numpy>","3","2024-06-18 20:56:50"
"From a list containing letters and numbers, how do I create a list of the positions of strings that fit a parameter?","https://stackoverflow.com/questions/78639613","<python><list>","3","2024-06-18 20:52:12"
